id,value
id_218,13.44582793913576
id_219,36.13115559041214
id_220,15.15040349816629
id_221,12.941848334417955
id_222,113.12524093786392
id_223,15.224604677934408
id_224,14.824025968612148
id_225,59.267353688540425
id_226,10.583695290718492
id_227,20.993062563532188
id_228,9.789365880830355
id_229,4.771180008705997
id_230,47.927806904812904
id_231,12.399438394751026
id_232,48.14647656264414
id_233,40.46638039656414
id_234,16.94059027033291
id_235,41.266544489418685
id_236,69.027892033729
id_237,40.34624924412246
id_238,14.31374398287116
id_239,15.770726634219749
