id,value
id_123,25.151518272202352
id_124,7.4252601427167395
id_125,38.57618803474389
id_126,9.254107071151232
id_127,21.938170428142936
id_128,29.058905363994683
id_129,62.82260425578448
id_130,21.823804778241396
id_131,23.20646804326449
id_132,59.09371142365157
id_133,15.278760773549205
id_134,14.18956279639426
id_135,2.7295342640495406
id_136,12.471263048076617
id_137,58.674136849304425
id_138,20.284339037907017
id_139,5.344133585992196
id_140,29.0096626849097
id_141,25.35120983436582
id_142,45.268018680738436
id_143,30.74598443898605
id_144,18.35135213111682
id_145,26.028766218645764
id_146,11.992329033113396
id_147,51.84706476166156
id_148,23.58246698511161
id_149,38.39132183411858
id_150,10.188514839800565
id_151,8.099766191067232
id_152,23.530606257203882
id_153,6.419646057602748
id_154,15.042798653500544
id_155,41.1026231267456
id_156,7.7802902626892845
id_157,36.26460859072164
id_158,11.023245055088822
id_159,18.727012468706192
id_160,41.50519684467378
id_161,19.343002413228906
id_162,13.264397005857049
id_163,7.834940632171705
id_164,52.65310037514459
id_165,31.18804495722897
id_166,-0.4111068997225402
id_167,16.301518495417017
id_168,63.67030332556935
id_169,14.218853909881062
id_170,63.737642314630946
id_171,39.06183383557527
id_172,26.96505241285506
id_173,20.385316232847977
id_174,61.11234788995927
id_175,25.046792353147286
id_176,20.995843011770347
id_177,37.62118637555841
id_178,12.56745277052007
id_179,31.168899939664435
id_180,16.732066473888036
id_181,11.796906071071376
id_182,55.7710839155395
id_183,46.47801896380794
id_184,15.657358923064798
id_185,35.206716690672096
id_186,26.244896544079353
id_187,69.40922528480661
id_188,10.010526648344348
id_189,57.94059964945869
id_190,38.3873118743548
id_191,15.472953732336862
id_192,29.116371904844797
id_193,0.2101755838253183
id_194,19.19837036851766
id_195,0.8880435988451048
id_196,33.80002438675707
id_197,10.481555864528058
id_198,18.941281553939746
id_199,60.180655218573854
id_200,24.962097757798336
id_201,25.585350202304085
id_202,64.58940377327413
id_203,10.560181123647077
id_204,9.204756952471865
id_205,11.285859642171246
id_206,7.249562566754459
id_207,1.6743480288489287
id_208,124.05248021480139
id_209,20.68886587795838
id_210,16.252598022461584
id_211,13.820248312571149
id_212,36.34425756832917
id_213,35.961218677889974
id_214,18.8926180896839
id_215,34.84474642569285
id_216,78.6017058601787
id_217,0.4935880485849147
id_218,12.89540642559146
id_219,31.810214325061796
id_220,14.955622833183368
id_221,12.707716638682598
id_222,113.31609780452982
id_223,12.964501984396913
id_224,16.39262582609736
id_225,64.04670389415007
id_226,16.049809134207006
id_227,19.639179515953472
id_228,10.205761046998127
id_229,3.7072943749642135
id_230,46.25086620500418
id_231,12.736848170950607
id_232,54.0036016740532
id_233,42.57748552853328
id_234,25.290048168077465
id_235,41.083271726457305
id_236,69.05676100011647
id_237,42.0886689702885
id_238,11.14265764362969
id_239,18.25403641911249
